uncertainty_id,page_id,year,document_id,document_page_number,text,source_json_path
uncertainty:2022-4:0003:200,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":56}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:201,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":56}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:202,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""payvsyey"",""row"":57}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:203,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":57}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:204,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":57}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:205,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":57}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:206,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""7 pyiyaa"",""row"":58}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:207,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":58}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:208,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":58}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:209,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":58}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:210,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""auentya2"",""row"":59}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:211,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":59}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:212,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":59}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:213,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":59}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:214,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""4m (Uma TE TD Say peered yy ADM Be"",""row"":60}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:215,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":60}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:216,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":60}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:217,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":60}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:218,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""oyelfaa"",""row"":61}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:219,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":61}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:220,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":61}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:221,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":61}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:222,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""Loeanases Caan"",""row"":62}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:223,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":62}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:224,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":62}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:225,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":62}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:226,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""Tea BCA Ine Cem"",""row"":63}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:227,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":63}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:228,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":63}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:229,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":63}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:230,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""auyiegee"",""row"":64}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:231,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":64}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:232,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":64}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:233,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":64}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:234,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""etyiagye"",""row"":65}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:235,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":65}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:236,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":65}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:237,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":65}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:238,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""FDA AST COMPRMATION ¢ ANN CLANT 8 ETVTING"",""row"":66}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:239,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":66}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:240,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":66}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:241,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":66}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:242,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""VT PLATA CEASA LIT ATIC, VCC hehe"",""row"":67}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:243,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":67}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:244,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":67}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:245,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":67}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:246,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""PUMICE TIOMALE 4 Nite"",""row"":68}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:247,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":68}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:248,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":68}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:249,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":68}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:250,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""PUNT RAATIIRCAL, Oo Ci"",""row"":69}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:251,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":69}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:252,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":69}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:253,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":69}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:254,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""Tleweya"",""row"":70}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:255,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":70}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:256,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":70}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:257,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":70}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:258,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""ayaajaz"",""row"":71}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:259,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":71}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:260,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":71}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:261,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":71}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:262,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""wuntyaa"",""row"":72}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:263,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":72}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:264,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":72}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:265,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":72}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:266,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""DAme/z2"",""row"":73}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:267,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":73}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:268,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":73}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:269,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":73}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:270,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""RU RRSHOY OATHAWAY Wok CLASS A"",""row"":74}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:271,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":74}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:272,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":74}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:273,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":74}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:274,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""eunny7y"",""row"":75}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:275,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":75}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:276,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":75}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:277,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":75}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:278,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""merc Te EM"",""row"":76}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:279,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":76}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:280,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":76}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:281,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":76}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:282,page:2022-4:0003,2022,2022-4,3,"{""field"":""asset_name"",""note"":""Best OCR/fuzzy recovery from noisy scan; verify against hires page."",""read"":""FAmuhE MAMI Cone Chen"",""row"":77}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:283,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Date cell not confidently recoverable from current OCR/crop; visible on scan but too degraded for safe transcription."",""read"":null,""row"":77}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:284,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Transaction type checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":77}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:285,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Amount checkbox not confidently recoverable from current OCR/crop."",""read"":null,""row"":77}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:286,page:2022-4:0003,2022,2022-4,3,"{""field"":""owner"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":1}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:287,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":1}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:288,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":1}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:289,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":1}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:290,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":2}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:291,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":2}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:292,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":2}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:293,page:2022-4:0003,2022,2022-4,3,"{""field"":""owner"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":3}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:294,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":3}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:295,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":3}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:296,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":3}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:297,page:2022-4:0003,2022,2022-4,3,"{""field"":""owner"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":4}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:298,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":4}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:299,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":4}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:300,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":4}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:301,page:2022-4:0003,2022,2022-4,3,"{""field"":""owner"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":5}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:302,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":5}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:303,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":5}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:304,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":5}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:305,page:2022-4:0003,2022,2022-4,3,"{""field"":""owner"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":6}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:306,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":6}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:307,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":6}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:308,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":6}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:309,page:2022-4:0003,2022,2022-4,3,"{""field"":""owner"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":7}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:310,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":7}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:311,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":7}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:312,page:2022-4:0003,2022,2022-4,3,"{""field"":""amount"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":7}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:313,page:2022-4:0003,2022,2022-4,3,"{""field"":""owner"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":8}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:314,page:2022-4:0003,2022,2022-4,3,"{""field"":""tx_type"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":8}",docs/2022-4/text/page-003.json
uncertainty:2022-4:0003:315,page:2022-4:0003,2022,2022-4,3,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":8}",docs/2022-4/text/page-003.json
