page_id,year,document_id,document_page_number,printed_label,section,page_type,page_type_raw,confidence,free_text,row_count,uncertainty_count,page_image_path,source_json_path,tesseract_text_path
page:2021-14:0001,2021,2021-14,1,Page 1 of 6,UNITED STATES HOUSE OF REPRESENTATIVES 2021 FINANCIAL DISCLOSURE STATEMENT,cover,cover,high,"# United States House of Representatives 2021 Financial Disclosure Statement

Form A - For Use by Members, Officers, and Employees

Name: Rohit Khanna
Daytime Telephone: 202-225-2631

Filer Status: Member of the U.S. House of Representatives
State: CA
District: 17
Officer or Employee: unchecked
Staff Filer Type (If Applicable): Shared unchecked; Principal Assistant unchecked

Report Type: 2021 Annual (Due May 16, 2022) unchecked; Amendment checked; Termination unchecked; Date of Termination blank

## Preliminary Information

A. Did you, your spouse, or your dependent child: a. Own any reportable asset that was worth more than $1,000 at the end of the reporting period? b. Receive more than $200 in unearned income from any reportable asset during the reporting period? Yes checked; No unchecked

B. Did you, your spouse, or your dependent child purchase, sell, or exchange any reportable asset where a transaction exceeded $1,000 during the reporting period? Yes checked; No unchecked

C. Did you or your spouse have ""earned"" income (e.g., salaries, honoraria, or pension/IRA distributions) of $200 or more during the reporting period? Yes unchecked; No checked

D. Did you, your spouse, or your dependent child have any reportable liability (more than $10,000) at any point during the reporting period? Yes checked; No unchecked

E. Did you hold any reportable positions during the reporting period or in the current calendar year up through the date of filing? Yes checked; No unchecked

F. Did you have any reportable agreement or arrangement with an outside entity during the reporting period or in the current calendar year up through the date of filing? Yes unchecked; No checked

G. Did you, your spouse, or your dependent child receive any reportable gift(s) totaling more than $415 in value from a single source during the reporting period? Yes unchecked; No checked

H. Did you, your spouse, or your dependent child receive any reportable travel or reimbursements for travel totaling more than $415 in value from a single source during the reporting period? Yes unchecked; No checked

I. Did any individual or organization make a donation to charity in lieu of paying you for a speech, appearance, or article during the reporting period? Yes unchecked; No checked

ATTACH THE CORRESPONDING SCHEDULE IF YOU ANSWER ""YES""

## IPO and Exclusion of Spouse, Dependent, or Trust Information

IPO - Did you purchase any shares that were allocated as a part of an Initial Public Offering during the reporting period? If you answered ""yes"" to this question, please contact the Committee on Ethics for further guidance. Yes unchecked; No checked

TRUSTS - Details regarding ""Qualified Blind Trusts"" approved by the Committee on Ethics and certain other ""excepted trusts"" need not be disclosed. Have you excluded from this report details of such a trust benefiting you, your spouse, or dependent child? Yes unchecked; No checked

EXEMPTION - Have you excluded from this report any other assets, ""unearned"" income, transactions, or liabilities of a spouse or your dependent child because they meet all three tests for exemption? Do not answer ""yes"" unless you have first consulted with the Committee on Ethics. Yes unchecked; No checked",0,1,docs/2021-14/pages/page-001.jpg,docs/2021-14/text/page-001.json,docs/2021-14/tess/page-001.txt
page:2021-14:0002,2021,2021-14,2,Page 2 of 6,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,15,3,docs/2021-14/pages/page-002.jpg,docs/2021-14/text/page-002.json,docs/2021-14/tess/page-002.txt
page:2021-14:0003,2021,2021-14,3,Page 3 of 6,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,17,1,docs/2021-14/pages/page-003.jpg,docs/2021-14/text/page-003.json,docs/2021-14/tess/page-003.txt
page:2021-14:0004,2021,2021-14,4,Page 4 of 6,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,12,2,docs/2021-14/pages/page-004.jpg,docs/2021-14/text/page-004.json,docs/2021-14/tess/page-004.txt
page:2021-14:0005,2021,2021-14,5,Page 5 of 6,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,18,2,docs/2021-14/pages/page-005.jpg,docs/2021-14/text/page-005.json,docs/2021-14/tess/page-005.txt
page:2021-14:0006,2021,2021-14,6,Page 6 of 6,FILER NOTES,letter,letter,high,"# Filer Notes

Name: Rohit Khanna
Page: 6 of 6

| Note Number | Notes |
| --- | --- |
| 1 | This amendment is being filed to update the amount of income reported for certain partnerships, pursuant to the Instruction Guide, Financial Disclosure Statements and Periodic Transaction Reports, which states: ""If you do not receive your K-1 form prior to your filing deadline, it is acceptable to provide a good faith estimate of the income based, for example, on the income received in the prior year. Once you receive your K-1 form, you must amend your Statement if the category of value of your good faith estimate is different than the actual income received."" |

Use additional sheets if more space is required.",0,0,docs/2021-14/pages/page-006.jpg,docs/2021-14/text/page-006.json,docs/2021-14/tess/page-006.txt
page:2022-15:0001,2022,2022-15,1,Page 1 of 367,2022 FINANCIAL DISCLOSURE STATEMENT - Form A,cover,cover,high,"# UNITED STATES HOUSE OF REPRESENTATIVES
## 2022 FINANCIAL DISCLOSURE STATEMENT

**Form A** — For Use by Members, Officers, and Employees

(Stamped: HAND DELIVERED — LEGISLATIVE RESOURCE CENTER — 2023 AUG -9 AM 10: 04 — OFFICE OF THE CLERK, U.S. HOUSE OF REPRESENTATIVES)

**Name:** Rohit Khanna
**Daytime Telephone:** 202-225-2631

Note: ""A $200 penalty shall be assessed against any individual who files more than 30 days late.""

**FILER STATUS:** [X] Member of the U.S. House of Representatives — State: CA — District: 17
[ ] Officer or Employee — Employing Office: (blank) — Staff Filer Type (If Applicable): Shared [ ] / Principal Assistant [ ]

**REPORT TYPE:** [X] 2022 Annual (Due: May 15, 2023) — [ ] Amendment — [ ] Termination (Date of Termination: blank)

## PRELIMINARY INFORMATION – ANSWER EACH OF THESE QUESTIONS

- **A.** Did you, your spouse, or your dependent child: (a) Own any reportable asset that was worth more than $1,000 at the end of the reporting period? **or** (b) Receive more than $200 in unearned income from any reportable asset during the reporting period? — **Yes [X]** No [ ]
- **B.** Did you, your spouse, or your dependent child purchase, sell, or exchange any securities or reportable real estate in a transaction exceeding $1,000 during the reporting period? — **Yes [X]** No [ ]
- **C.** Did you or your spouse have ""earned"" income (e.g., salaries, honoraria, or pension/IRA distributions) of $200 or more during the reporting period? — **Yes [X]** No [ ]
- **D.** Did you, your spouse, or your dependent child have any reportable liability (more than $10,000) at any point during the reporting period? — **Yes [X]** No [ ]
- **E.** Did you hold any reportable positions during the reporting period or in the current calendar year up through the date of filing? — Yes [ ] **No [X]**
- **F.** Did you have any reportable agreement or arrangement with an outside entity during the reporting period or in the current calendar year up through the date of filing? — Yes [ ] **No [X]**
- **G.** Did you, your spouse, or your dependent child receive any reportable gift(s) totaling more than $415 in value from a single source during the reporting period? — Yes [ ] **No [X]**
- **H.** Did you, your spouse, or your dependent child receive any reportable travel or reimbursements for travel totaling more than $415 in value from a single source during the reporting period? — Yes [ ] **No [X]**
- **I.** Did any individual or organization make a donation to charity in lieu of paying you for a speech, appearance, or article during the reporting period? — Yes [ ] **No [X]**

*ATTACH THE CORRESPONDING SCHEDULE IF YOU ANSWER ""YES""*

## IPO AND EXCLUSION OF SPOUSE, DEPENDENT, OR TRUST INFORMATION – ANSWER EACH OF THESE QUESTIONS

- **IPO** – Did you purchase any shares that were allocated as a part of an Initial Public Offering during the reporting period? — Yes [ ] **No [X]**
- **TRUSTS** – Details regarding ""Qualified Blind Trusts"" approved by the Committee on Ethics and certain other ""excepted trusts"" need not be disclosed. Have you excluded from this report details of such a trust that benefits you, your spouse, or dependent child? — Yes [ ] **No [X]**
- **EXEMPTION** – Have you excluded from this report any other assets, ""unearned"" income, transactions, or liabilities of a spouse or your dependent child because they meet all three tests for exemption? — Yes [ ] **No [X]**",0,0,docs/2022-15/pages/page-001.jpg,docs/2022-15/text/page-001.json,docs/2022-15/tess/page-001.txt
page:2022-15:0002,2022,2022-15,2,Page 2 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,18,6,docs/2022-15/pages/page-002.jpg,docs/2022-15/text/page-002.json,docs/2022-15/tess/page-002.txt
page:2022-15:0003,2022,2022-15,3,Page 3 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,22,9,docs/2022-15/pages/page-003.jpg,docs/2022-15/text/page-003.json,docs/2022-15/tess/page-003.txt
page:2022-15:0004,2022,2022-15,4,Page 4 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,20,3,docs/2022-15/pages/page-004.jpg,docs/2022-15/text/page-004.json,docs/2022-15/tess/page-004.txt
page:2022-15:0005,2022,2022-15,5,Page 5 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,20,3,docs/2022-15/pages/page-005.jpg,docs/2022-15/text/page-005.json,docs/2022-15/tess/page-005.txt
page:2022-15:0006,2022,2022-15,6,Page 6 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,2,docs/2022-15/pages/page-006.jpg,docs/2022-15/text/page-006.json,docs/2022-15/tess/page-006.txt
page:2022-15:0007,2022,2022-15,7,Page 7 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,24,2,docs/2022-15/pages/page-007.jpg,docs/2022-15/text/page-007.json,docs/2022-15/tess/page-007.txt
page:2022-15:0008,2022,2022-15,8,Page 8 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,23,5,docs/2022-15/pages/page-008.jpg,docs/2022-15/text/page-008.json,docs/2022-15/tess/page-008.txt
page:2022-15:0009,2022,2022-15,9,Page 9 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,6,docs/2022-15/pages/page-009.jpg,docs/2022-15/text/page-009.json,docs/2022-15/tess/page-009.txt
page:2022-15:0010,2022,2022-15,10,Page 10 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,24,2,docs/2022-15/pages/page-010.jpg,docs/2022-15/text/page-010.json,docs/2022-15/tess/page-010.txt
page:2022-15:0011,2022,2022-15,11,Page 11 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,22,3,docs/2022-15/pages/page-011.jpg,docs/2022-15/text/page-011.json,docs/2022-15/tess/page-011.txt
page:2022-15:0012,2022,2022-15,12,Page 12 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,2,docs/2022-15/pages/page-012.jpg,docs/2022-15/text/page-012.json,docs/2022-15/tess/page-012.txt
page:2022-15:0013,2022,2022-15,13,Page 13 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,3,docs/2022-15/pages/page-013.jpg,docs/2022-15/text/page-013.json,docs/2022-15/tess/page-013.txt
page:2022-15:0014,2022,2022-15,14,Page 14 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,14,1,docs/2022-15/pages/page-014.jpg,docs/2022-15/text/page-014.json,docs/2022-15/tess/page-014.txt
page:2022-15:0015,2022,2022-15,15,Page 15 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,27,1,docs/2022-15/pages/page-015.jpg,docs/2022-15/text/page-015.json,docs/2022-15/tess/page-015.txt
page:2022-15:0016,2022,2022-15,16,Page 16 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-016.jpg,docs/2022-15/text/page-016.json,docs/2022-15/tess/page-016.txt
page:2022-15:0017,2022,2022-15,17,Page 17 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-017.jpg,docs/2022-15/text/page-017.json,docs/2022-15/tess/page-017.txt
page:2022-15:0018,2022,2022-15,18,Page 18 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-018.jpg,docs/2022-15/text/page-018.json,docs/2022-15/tess/page-018.txt
page:2022-15:0019,2022,2022-15,19,Page 19 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,1,docs/2022-15/pages/page-019.jpg,docs/2022-15/text/page-019.json,docs/2022-15/tess/page-019.txt
page:2022-15:0020,2022,2022-15,20,Page 20 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-020.jpg,docs/2022-15/text/page-020.json,docs/2022-15/tess/page-020.txt
page:2022-15:0021,2022,2022-15,21,Page 21 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-021.jpg,docs/2022-15/text/page-021.json,docs/2022-15/tess/page-021.txt
page:2022-15:0022,2022,2022-15,22,Page 22 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,1,docs/2022-15/pages/page-022.jpg,docs/2022-15/text/page-022.json,docs/2022-15/tess/page-022.txt
page:2022-15:0023,2022,2022-15,23,Page 23 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-023.jpg,docs/2022-15/text/page-023.json,docs/2022-15/tess/page-023.txt
page:2022-15:0024,2022,2022-15,24,Page 24 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-024.jpg,docs/2022-15/text/page-024.json,docs/2022-15/tess/page-024.txt
page:2022-15:0025,2022,2022-15,25,Page 25 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-025.jpg,docs/2022-15/text/page-025.json,docs/2022-15/tess/page-025.txt
page:2022-15:0026,2022,2022-15,26,Page 26 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,1,docs/2022-15/pages/page-026.jpg,docs/2022-15/text/page-026.json,docs/2022-15/tess/page-026.txt
page:2022-15:0027,2022,2022-15,27,Page 27 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-027.jpg,docs/2022-15/text/page-027.json,docs/2022-15/tess/page-027.txt
page:2022-15:0028,2022,2022-15,28,Page 28 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-028.jpg,docs/2022-15/text/page-028.json,docs/2022-15/tess/page-028.txt
page:2022-15:0029,2022,2022-15,29,Page 29 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-029.jpg,docs/2022-15/text/page-029.json,docs/2022-15/tess/page-029.txt
page:2022-15:0030,2022,2022-15,30,Page 30 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-030.jpg,docs/2022-15/text/page-030.json,docs/2022-15/tess/page-030.txt
page:2022-15:0031,2022,2022-15,31,Page 31 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-031.jpg,docs/2022-15/text/page-031.json,docs/2022-15/tess/page-031.txt
page:2022-15:0032,2022,2022-15,32,Page 32 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-032.jpg,docs/2022-15/text/page-032.json,docs/2022-15/tess/page-032.txt
page:2022-15:0033,2022,2022-15,33,Page 33 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-033.jpg,docs/2022-15/text/page-033.json,docs/2022-15/tess/page-033.txt
page:2022-15:0034,2022,2022-15,34,Page 34 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-034.jpg,docs/2022-15/text/page-034.json,docs/2022-15/tess/page-034.txt
page:2022-15:0035,2022,2022-15,35,Page 35 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,1,docs/2022-15/pages/page-035.jpg,docs/2022-15/text/page-035.json,docs/2022-15/tess/page-035.txt
page:2022-15:0036,2022,2022-15,36,Page 36 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-036.jpg,docs/2022-15/text/page-036.json,docs/2022-15/tess/page-036.txt
page:2022-15:0037,2022,2022-15,37,Page 37 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,2,docs/2022-15/pages/page-037.jpg,docs/2022-15/text/page-037.json,docs/2022-15/tess/page-037.txt
page:2022-15:0038,2022,2022-15,38,Page 38 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-038.jpg,docs/2022-15/text/page-038.json,docs/2022-15/tess/page-038.txt
page:2022-15:0039,2022,2022-15,39,Page 39 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-039.jpg,docs/2022-15/text/page-039.json,docs/2022-15/tess/page-039.txt
page:2022-15:0040,2022,2022-15,40,Page 40 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-040.jpg,docs/2022-15/text/page-040.json,docs/2022-15/tess/page-040.txt
page:2022-15:0041,2022,2022-15,41,Page 41 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-041.jpg,docs/2022-15/text/page-041.json,docs/2022-15/tess/page-041.txt
page:2022-15:0042,2022,2022-15,42,Page 42 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-042.jpg,docs/2022-15/text/page-042.json,docs/2022-15/tess/page-042.txt
page:2022-15:0043,2022,2022-15,43,Page 43 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-043.jpg,docs/2022-15/text/page-043.json,docs/2022-15/tess/page-043.txt
page:2022-15:0044,2022,2022-15,44,Page 44 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-044.jpg,docs/2022-15/text/page-044.json,docs/2022-15/tess/page-044.txt
page:2022-15:0045,2022,2022-15,45,Page 45 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-045.jpg,docs/2022-15/text/page-045.json,docs/2022-15/tess/page-045.txt
page:2022-15:0046,2022,2022-15,46,Page 46 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-046.jpg,docs/2022-15/text/page-046.json,docs/2022-15/tess/page-046.txt
page:2022-15:0047,2022,2022-15,47,Page 47 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-047.jpg,docs/2022-15/text/page-047.json,docs/2022-15/tess/page-047.txt
page:2022-15:0048,2022,2022-15,48,Page 48 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-048.jpg,docs/2022-15/text/page-048.json,docs/2022-15/tess/page-048.txt
page:2022-15:0049,2022,2022-15,49,Page 49 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-049.jpg,docs/2022-15/text/page-049.json,docs/2022-15/tess/page-049.txt
page:2022-15:0050,2022,2022-15,50,Page 50 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-050.jpg,docs/2022-15/text/page-050.json,docs/2022-15/tess/page-050.txt
page:2022-15:0051,2022,2022-15,51,Page 51 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-051.jpg,docs/2022-15/text/page-051.json,docs/2022-15/tess/page-051.txt
page:2022-15:0052,2022,2022-15,52,Page 52 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-052.jpg,docs/2022-15/text/page-052.json,docs/2022-15/tess/page-052.txt
page:2022-15:0053,2022,2022-15,53,Page 53 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-053.jpg,docs/2022-15/text/page-053.json,docs/2022-15/tess/page-053.txt
page:2022-15:0054,2022,2022-15,54,Page 54 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-054.jpg,docs/2022-15/text/page-054.json,docs/2022-15/tess/page-054.txt
page:2022-15:0055,2022,2022-15,55,Page 55 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-055.jpg,docs/2022-15/text/page-055.json,docs/2022-15/tess/page-055.txt
page:2022-15:0056,2022,2022-15,56,Page 56 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-056.jpg,docs/2022-15/text/page-056.json,docs/2022-15/tess/page-056.txt
page:2022-15:0057,2022,2022-15,57,Page 57 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-057.jpg,docs/2022-15/text/page-057.json,docs/2022-15/tess/page-057.txt
page:2022-15:0058,2022,2022-15,58,Page 58 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-058.jpg,docs/2022-15/text/page-058.json,docs/2022-15/tess/page-058.txt
page:2022-15:0059,2022,2022-15,59,Page 59 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-059.jpg,docs/2022-15/text/page-059.json,docs/2022-15/tess/page-059.txt
page:2022-15:0060,2022,2022-15,60,Page 60 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,2,docs/2022-15/pages/page-060.jpg,docs/2022-15/text/page-060.json,docs/2022-15/tess/page-060.txt
page:2022-15:0061,2022,2022-15,61,Page 61 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,15,2,docs/2022-15/pages/page-061.jpg,docs/2022-15/text/page-061.json,docs/2022-15/tess/page-061.txt
page:2022-15:0062,2022,2022-15,62,Page 62 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,2,docs/2022-15/pages/page-062.jpg,docs/2022-15/text/page-062.json,docs/2022-15/tess/page-062.txt
page:2022-15:0063,2022,2022-15,63,Page 63 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-063.jpg,docs/2022-15/text/page-063.json,docs/2022-15/tess/page-063.txt
page:2022-15:0064,2022,2022-15,64,Page 64 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-064.jpg,docs/2022-15/text/page-064.json,docs/2022-15/tess/page-064.txt
page:2022-15:0065,2022,2022-15,65,Page 65 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-065.jpg,docs/2022-15/text/page-065.json,docs/2022-15/tess/page-065.txt
page:2022-15:0066,2022,2022-15,66,Page 66 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-066.jpg,docs/2022-15/text/page-066.json,docs/2022-15/tess/page-066.txt
page:2022-15:0067,2022,2022-15,67,Page 67 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-067.jpg,docs/2022-15/text/page-067.json,docs/2022-15/tess/page-067.txt
page:2022-15:0068,2022,2022-15,68,Page 68 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-068.jpg,docs/2022-15/text/page-068.json,docs/2022-15/tess/page-068.txt
page:2022-15:0069,2022,2022-15,69,Page 69 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,2,docs/2022-15/pages/page-069.jpg,docs/2022-15/text/page-069.json,docs/2022-15/tess/page-069.txt
page:2022-15:0070,2022,2022-15,70,Page 70 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-070.jpg,docs/2022-15/text/page-070.json,docs/2022-15/tess/page-070.txt
page:2022-15:0071,2022,2022-15,71,Page 71 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,2,docs/2022-15/pages/page-071.jpg,docs/2022-15/text/page-071.json,docs/2022-15/tess/page-071.txt
page:2022-15:0072,2022,2022-15,72,Page 72 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,2,docs/2022-15/pages/page-072.jpg,docs/2022-15/text/page-072.json,docs/2022-15/tess/page-072.txt
page:2022-15:0073,2022,2022-15,73,Page 73 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-073.jpg,docs/2022-15/text/page-073.json,docs/2022-15/tess/page-073.txt
page:2022-15:0074,2022,2022-15,74,Page 74 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-074.jpg,docs/2022-15/text/page-074.json,docs/2022-15/tess/page-074.txt
page:2022-15:0075,2022,2022-15,75,Page 75 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-075.jpg,docs/2022-15/text/page-075.json,docs/2022-15/tess/page-075.txt
page:2022-15:0076,2022,2022-15,76,Page 76 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-076.jpg,docs/2022-15/text/page-076.json,docs/2022-15/tess/page-076.txt
page:2022-15:0077,2022,2022-15,77,Page 77 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-077.jpg,docs/2022-15/text/page-077.json,docs/2022-15/tess/page-077.txt
page:2022-15:0078,2022,2022-15,78,Page 78 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-078.jpg,docs/2022-15/text/page-078.json,docs/2022-15/tess/page-078.txt
